ticket,fecha_venta,id_local,local,tipo_local,id_ciudad,ciudad,estado,pais,venta_ticket,item,id_estilo,id_medida,cantidad,estilo,medida,precio_lista,precio_venta,venta_item,costo_urinario,costo_venta,utilidad,id_tipo_calzado,tipo_calzado
108692,05/09/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,898.00",1,S003,30N,1,ULTRA-ALIVE,30 NORMAL,2898.00,2898.00,2898.00,388.00,388.00,2510.00, S ,DEPORTIVO
109404,17/10/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,898.00",1,S003,23M,1,ULTRA-ALIVE,23 Y MEDIO,2898.00,2898.00,2898.00,388.00,388.00,2510.00, S ,DEPORTIVO
110024,29/11/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,898.00",1,S003,27M,1,ULTRA-ALIVE,27 Y MEDIO,2898.00,2898.00,2898.00,388.00,388.00,2510.00, S ,DEPORTIVO
109199,07/10/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,802.00",1,C002,19N,1,CONFORT MILAN,19 NORMAL,3047.00,2802.00,2802.00,420.00,420.00,2382.00, C ,CABALLERO
100303,28/01/2020,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,732.00",1,C002,27N,1,CONFORT MILAN,27 NORMAL,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
101152,27/03/2020,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,732.00",1,C002,23N,1,CONFORT MILAN,23 NORMAL,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
102066,01/06/2020,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,732.00",1,C002,27N,1,CONFORT MILAN,27 NORMAL,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
102273,21/06/2020,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,732.00",1,C002,27M,1,CONFORT MILAN,27 Y MEDIO,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
102752,04/08/2020,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,732.00",1,C002,19M,1,CONFORT MILAN,19 Y MEDIO,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
103708,22/10/2020,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,732.00",1,C002,24N,1,CONFORT MILAN,24 NORMAL,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
104510,24/12/2020,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,732.00",1,C002,18M,1,CONFORT MILAN,18 Y MEDIO,2732.00,2732.00,2732.00,420.00,420.00,2312.00, C ,CABALLERO
104736,06/01/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,705.00",1,C003,23M,1,CONFORT NEW YORK,23 Y MEDIO,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
105708,27/02/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,705.00",1,C003,21M,1,CONFORT NEW YORK,21 Y MEDIO,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
106447,06/04/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,705.00",1,C003,30N,1,CONFORT NEW YORK,30 NORMAL,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
107295,12/06/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,705.00",1,C003,25N,1,CONFORT NEW YORK,25 NORMAL,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
107783,09/07/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,705.00",1,C003,22N,1,CONFORT NEW YORK,22 NORMAL,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
108169,03/08/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,705.00",1,C003,23M,1,CONFORT NEW YORK,23 Y MEDIO,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
109142,05/10/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,705.00",1,C003,20N,1,CONFORT NEW YORK,20 NORMAL,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
110163,11/12/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,705.00",1,C003,27M,1,CONFORT NEW YORK,27 Y MEDIO,2705.00,2705.00,2705.00,396.00,396.00,2309.00, C ,CABALLERO
104862,11/01/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,28N,1,SERENA STORM,28 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
105385,05/02/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,28N,1,SERENA STORM,28 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
105822,06/03/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,23M,1,SERENA STORM,23 Y MEDIO,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
106279,27/03/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,27M,1,SERENA STORM,27 Y MEDIO,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
106619,19/04/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,704.00",1,D005,23N,1,SERENA STORM,23 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
107055,25/05/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,25N,1,SERENA STORM,25 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
107363,16/06/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",2,D005,27M,1,SERENA STORM,27 Y MEDIO,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
107691,06/07/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,20M,1,SERENA STORM,20 Y MEDIO,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
108263,08/08/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,704.00",1,D005,19N,1,SERENA STORM,19 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
108468,25/08/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,27N,1,SERENA STORM,27 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
108931,23/09/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$10,816.00",1,D005,28N,4,SERENA STORM,28 NORMAL,2704.00,2704.00,10816.00,459.00,1836.00,8980.00, D ,DAMA
109727,18/11/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,26N,1,SERENA STORM,26 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
110253,18/12/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,704.00",1,D005,21N,1,SERENA STORM,21 NORMAL,2704.00,2704.00,2704.00,459.00,459.00,2245.00, D ,DAMA
105348,04/02/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,699.00",1,S002,24N,1,CITUAN,24 NORMAL,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
105540,16/02/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,699.00",1,S002,26N,1,CITUAN,26 NORMAL,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
105778,01/03/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,699.00",1,S002,23M,1,CITUAN,23 Y MEDIO,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
106319,31/03/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,699.00",1,S002,23M,1,CITUAN,23 Y MEDIO,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
106640,20/04/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$5,398.00",1,S002,23N,2,CITUAN,23 NORMAL,2699.00,2699.00,5398.00,394.00,788.00,4610.00, S ,DEPORTIVO
107054,23/05/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,699.00",1,S002,18M,1,CITUAN,18 Y MEDIO,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
107388,18/06/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,699.00",1,S002,24N,1,CITUAN,24 NORMAL,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
107890,14/07/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,699.00",1,S002,27N,1,CITUAN,27 NORMAL,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
108326,09/08/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,699.00",1,S002,22M,1,CITUAN,22 Y MEDIO,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
108773,12/09/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,699.00",1,S002,24M,1,CITUAN,24 Y MEDIO,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
109300,10/10/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,699.00",1,S002,24N,1,CITUAN,24 NORMAL,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
109667,08/11/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,699.00",1,S002,25N,1,CITUAN,25 NORMAL,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
110315,20/12/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,699.00",1,S002,19M,1,CITUAN,19 Y MEDIO,2699.00,2699.00,2699.00,394.00,394.00,2305.00, S ,DEPORTIVO
104673,04/01/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,673.00",1,C002,28N,1,CONFORT MILAN,28 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
105411,07/02/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,673.00",1,C002,30N,1,CONFORT MILAN,30 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
105831,08/03/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,673.00",1,C002,22N,1,CONFORT MILAN,22 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
106050,20/03/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,673.00",1,C002,21N,1,CONFORT MILAN,21 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
106501,10/04/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,673.00",1,C002,28M,1,CONFORT MILAN,28 Y MEDIO,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
106653,23/04/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,673.00",1,C002,24N,1,CONFORT MILAN,24 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
107268,08/06/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,673.00",1,C002,25N,1,CONFORT MILAN,25 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
108304,09/08/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,673.00",1,C002,29N,1,CONFORT MILAN,29 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
108622,01/09/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,673.00",1,C002,29N,1,CONFORT MILAN,29 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
109893,27/11/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,673.00",1,C002,18N,1,CONFORT MILAN,18 NORMAL,2673.00,2673.00,2673.00,420.00,420.00,2253.00, C ,CABALLERO
105231,28/01/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,653.00",1,D004,22M,1,PANAMA,22 Y MEDIO,2653.00,2653.00,2653.00,421.00,421.00,2232.00, D ,DAMA
105811,05/03/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$10,612.00",1,D004,27M,4,PANAMA,27 Y MEDIO,2653.00,2653.00,10612.00,421.00,1684.00,8928.00, D ,DAMA
106139,23/03/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,653.00",1,D004,26M,1,PANAMA,26 Y MEDIO,2653.00,2653.00,2653.00,421.00,421.00,2232.00, D ,DAMA
106557,15/04/2021,17,HYDE PARK,PREMIUM,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,653.00",1,D004,20M,1,PANAMA,20 Y MEDIO,2653.00,2653.00,2653.00,421.00,421.00,2232.00, D ,DAMA
106891,12/05/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,653.00",1,D004,27M,1,PANAMA,27 Y MEDIO,2653.00,2653.00,2653.00,421.00,421.00,2232.00, D ,DAMA
107519,26/06/2021,19,THE GALLERIA,ESTÁNDAR,HOU,HOUSTON,TEXAS,ESTADOS UNIDOS,"$2,653.00",1,D004,19N,1,PANAMA,19 NORMAL,2653.00,2653.00,2653.00,421.00,421.00,2232.00, D ,DAMA
107871,14/07/2021,18,HARLEM IRVING,ESTÁNDAR,CHI,CHICAGO,ILLINOIS,ESTADOS UNIDOS,"$2,653.00",1,D004,24M,1,PANAMA,24 Y MEDIO,2653.00,2653.00,2653.00,421.00,421.00,2232.00, D ,DAMA
